,City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
386,manturovo,0,RU,1595985512,89,56.93,58.34,44.76,3.51
387,saint-joseph,78,RE,1595985512,78,71.6,-21.37,55.62,16.11
388,haines junction,100,CA,1595985123,85,51.98,60.75,-137.51,0.63
389,santa rosa de lima,40,SV,1595985513,100,75.2,13.62,-87.89,1.57
390,masumbwe,82,TZ,1595985513,60,63.66,-3.63,32.18,2.35
391,yola,100,NG,1595985513,88,74.82,9.2,12.48,7.34
392,chikhli,98,IN,1595985513,93,74.73,20.35,76.25,6.78
393,saint george,1,US,1595985102,7,104.0,37.1,-113.58,14.99
394,hamilton,1,US,1595984882,57,81.0,39.18,-84.53,3.11
395,puerto plata,75,DO,1595985513,94,82.0,19.79,-70.69,7.4
396,teguldet,100,RU,1595985022,75,60.75,57.31,88.17,5.17
397,awjilah,0,LY,1595985513,67,74.28,29.11,21.29,8.41
398,puerto del rosario,90,ES,1595985113,78,73.4,28.5,-13.86,19.46
399,dickinson,75,US,1595985513,83,82.4,29.46,-95.05,3.36
400,bogande,90,BF,1595985513,77,78.17,12.97,-0.14,11.3
401,sao desiderio,0,BR,1595985513,49,66.6,-12.36,-44.97,4.21
402,shimoda,75,JP,1595985173,100,71.6,34.67,138.95,10.29
403,bukachacha,100,RU,1595985513,67,73.85,52.98,116.92,4.68
404,aras,90,ES,1595985514,73,69.8,42.56,-2.36,8.05
405,mount isa,0,AU,1595985514,24,66.2,-20.73,139.5,12.75
406,comodoro rivadavia,0,AR,1595984892,56,41.0,-45.87,-67.5,13.87
407,yar-sale,75,RU,1595985111,73,52.74,66.83,70.83,10.76
408,kitami,75,JP,1595985490,72,68.0,43.8,143.89,2.24
409,volosovo,20,RU,1595985514,93,59.0,59.43,29.48,4.47
410,dunedin,100,NZ,1595985514,76,50.0,-45.87,170.5,1.01
411,daru,86,PG,1595985187,86,78.46,-9.08,143.21,17.49
412,tete,40,MZ,1595985514,88,62.6,-16.16,33.59,2.57
413,meshchovsk,99,RU,1595985514,89,61.29,54.32,35.28,8.52
414,illapel,0,CL,1595985514,45,57.33,-31.63,-71.17,3.13
415,sung noen,20,TH,1595985514,94,78.8,14.9,101.82,3.36
416,mineiros,0,BR,1595985514,42,69.64,-17.57,-52.55,3.04
417,aykhal,90,RU,1595985060,66,51.8,66.0,111.5,2.24
418,conceicao do araguaia,0,BR,1595985514,45,74.84,-8.26,-49.26,3.24
419,miri,20,MY,1595985514,79,84.2,4.41,114.01,2.24
420,festus,0,US,1595985221,80,82.0,38.22,-90.4,4.43
421,kapit,100,MY,1595985515,95,74.26,2.02,112.93,0.45
422,deputatskiy,64,RU,1595985515,57,46.42,69.3,139.9,11.21
423,hambantota,75,LK,1595985515,100,77.0,6.12,81.12,3.36
424,kungurtug,100,RU,1595985515,86,54.55,50.6,97.52,3.78
425,nor geghi,20,AM,1595985515,46,73.4,40.32,44.58,5.82
426,sergeyevka,6,KZ,1595985515,84,53.6,53.88,67.42,3.94
427,suba,100,PH,1595985515,86,79.02,10.84,121.01,5.73
428,pedini,0,GR,1595985515,82,69.01,39.6,20.84,2.24
429,natitingou,50,BJ,1595985515,96,69.67,10.3,1.38,3.69
430,grand gaube,20,MU,1595985515,83,69.8,-20.01,57.66,4.7
431,eydhafushi,100,MV,1595985515,77,82.62,5.1,73.07,17.34
432,puerto carreno,100,CO,1595985515,86,78.17,6.19,-67.49,4.05
433,eregli,0,TR,1595985515,50,67.41,37.51,34.05,0.6
434,oktyabrskoye,100,RU,1595985177,93,62.6,43.06,44.74,8.95
435,luderitz,0,NA,1595985515,82,55.4,-26.65,15.16,9.17
436,lahij,3,YE,1595985515,70,81.23,13.17,44.58,2.13
437,kiama,0,AU,1595985515,62,64.0,-34.68,150.87,8.99
438,juba,90,SS,1595985515,91,70.05,4.85,31.58,2.04
439,monster,0,NL,1595985515,69,62.01,52.03,4.17,11.99
440,laguna,1,US,1595985042,22,100.0,38.42,-121.42,8.05
441,aloleng,99,PH,1595985516,69,84.45,16.13,119.78,1.21
442,chute-aux-outardes,90,CA,1595985516,100,59.0,49.12,-68.4,11.41
443,asyut,0,EG,1595985164,41,78.8,27.18,31.18,8.05
444,gorontalo,100,ID,1595985273,69,82.87,0.54,123.06,4.83
445,pitimbu,75,BR,1595985516,88,73.4,-7.47,-34.81,5.82
446,tambura,100,SS,1595985516,95,68.49,5.6,27.47,3.69
447,angoche,15,MZ,1595985516,83,68.36,-16.23,39.91,9.55
448,fairbanks,90,US,1595985077,77,60.8,64.84,-147.72,6.93
449,antofagasta,9,CL,1595985422,81,53.6,-23.65,-70.4,3.36
450,cusuna,100,HN,1595985516,85,77.77,15.85,-85.23,7.25
451,makakilo city,40,US,1595985516,45,87.8,21.35,-158.09,10.29
452,college,90,US,1595984955,63,60.8,64.86,-147.8,12.21
453,sao gabriel da cachoeira,5,BR,1595985516,96,73.36,-0.13,-67.09,1.77
454,ilhabela,26,BR,1595985517,60,75.16,-23.78,-45.36,3.53
455,ust-tsilma,36,RU,1595985517,74,51.71,65.44,52.15,4.12
456,horsham,84,GB,1595985517,76,54.0,51.06,-0.33,3.36
457,tampa,90,US,1595985297,94,78.8,27.95,-82.46,4.7
458,tiarei,75,PF,1595984998,65,82.4,-17.53,-149.33,19.46
459,sinnar,100,SD,1595985517,79,75.38,13.57,33.57,15.75
460,kahului,40,US,1595985039,45,87.8,20.89,-156.47,24.16
461,stornoway,96,GB,1595985517,87,51.8,58.21,-6.39,11.41
462,shalinskoye,0,RU,1595985517,86,60.31,55.72,93.76,4.29
463,saint-georges,75,GD,1595985517,88,78.8,12.06,-61.75,9.4
464,dhidhdhoo,100,MV,1595985168,79,81.27,6.88,73.1,17.07
465,bataipora,90,BR,1595985517,66,69.75,-22.3,-53.27,8.9
466,mindelo,20,CV,1595985517,78,78.8,16.89,-24.98,8.05
467,hudson bay,0,CA,1595985517,61,75.85,52.85,-102.38,3.31
468,hobyo,0,SO,1595985066,81,77.04,5.35,48.53,18.66
469,mancio lima,0,BR,1595985517,75,75.4,-7.61,-72.9,1.01
470,nizamabad,100,IN,1595985517,86,78.04,18.67,78.12,3.83
471,ponta delgada,40,PT,1595985165,100,71.6,37.73,-25.67,5.82
472,mecca,2,SA,1595985166,58,83.64,21.43,39.83,3.06
473,kavieng,23,PG,1595985003,64,85.48,-2.57,150.8,8.23
474,voznesenye,100,RU,1595985517,94,63.12,61.01,35.48,8.81
475,bedesa,86,ET,1595985518,90,58.3,8.9,40.78,5.75
476,antsohihy,85,MG,1595985518,71,74.21,-14.88,47.99,2.26
477,omsukchan,100,RU,1595985518,83,54.05,62.53,155.8,10.78
478,vilhena,33,BR,1595985518,46,72.82,-12.74,-60.15,1.45
479,zhezkazgan,0,KZ,1595985518,67,59.0,47.8,67.71,6.71
480,ubauro,24,PK,1595985518,65,87.58,28.17,69.73,13.47
481,talavera de la reina,6,ES,1595985518,38,78.04,39.96,-4.83,1.57
482,belyy yar,0,RU,1595985518,82,62.6,53.6,91.39,1.99
483,entebbe,74,UG,1595985289,63,71.67,0.06,32.45,2.35
484,bubaque,88,GW,1595985518,83,79.48,11.28,-15.83,18.19
485,port augusta,0,AU,1595985518,48,60.8,-32.5,137.77,9.17
486,nanyamba,20,TZ,1595985518,94,68.0,-10.68,39.83,11.41
487,bad langensalza,0,DE,1595985518,76,57.2,51.1,10.65,8.05
488,igarka,0,RU,1595985518,72,55.17,67.47,86.58,8.63
489,tiznit,0,MA,1595985518,38,75.94,29.58,-9.5,1.19
490,qui nhon,35,VN,1595985518,66,85.41,13.77,109.23,4.12
491,trebisacce,0,IT,1595985518,44,73.99,39.87,16.53,5.5
492,biskamzha,99,RU,1595985519,82,60.94,53.45,89.53,1.68
493,altus,1,US,1595985519,58,86.0,34.64,-99.33,9.17
494,port keats,3,AU,1595985519,21,76.12,-14.25,129.55,15.08
495,monrovia,98,LR,1595985157,79,76.14,6.3,-10.8,6.98
496,copainala,75,MX,1595985519,69,82.4,17.08,-93.2,6.93
497,damavand,0,IR,1595985519,18,84.2,35.72,52.06,6.93
498,chake chake,89,TZ,1595985519,80,75.6,-5.25,39.77,12.3
499,qasigiannguit,48,GL,1595985519,81,42.8,68.82,-51.19,4.7
500,chabahar,20,IR,1595985519,83,84.2,25.29,60.64,6.93
501,dingle,100,PH,1595985143,80,82.11,11.0,122.67,4.32
502,bathsheba,75,BB,1595985094,94,77.0,13.22,-59.52,8.05
503,narrabri,40,AU,1595985519,72,60.01,-30.32,149.78,3.36
504,marinette,40,US,1595985519,64,75.2,45.1,-87.63,3.36
505,berhida,57,HU,1595985519,65,75.0,47.11,18.13,4.0
506,conceicao da barra,0,BR,1595985519,83,70.38,-18.59,-39.73,5.64
507,pangnirtung,98,CA,1595985126,80,50.72,66.15,-65.71,1.9
508,garowe,0,SO,1595985519,62,76.73,8.41,48.48,14.07
509,wenling,100,CN,1595985520,58,84.99,28.37,121.36,5.08
510,prestea,0,GH,1595985520,94,70.5,5.43,-2.14,2.46
511,lawton,90,US,1595985331,78,84.2,34.61,-98.39,10.29
512,marsa matruh,0,EG,1595985146,88,73.4,31.35,27.25,5.82
513,siverek,0,TR,1595985520,39,80.6,37.76,39.32,4.7
514,ardesen,75,TR,1595985520,88,75.2,41.19,40.99,4.7
515,athabasca,5,CA,1595985149,72,79.21,54.72,-113.29,5.12
516,makasar,0,ID,1595985520,78,78.8,-5.14,119.42,3.36
517,mitsamiouli,100,KM,1595985520,86,75.0,-11.38,43.28,17.47
518,zhangjiakou,100,CN,1595985520,68,72.57,40.81,114.88,2.37
519,cap malheureux,20,MU,1595985520,83,69.8,-19.98,57.61,4.7
520,naryan-mar,0,RU,1595985520,84,47.14,67.67,53.09,9.31
521,filadelfia,75,US,1595985382,48,88.0,39.95,-75.16,9.17
522,yeppoon,0,AU,1595985520,40,68.0,-23.13,150.73,17.22
523,wanning,4,CN,1595985520,77,85.37,18.8,110.4,7.43
524,shush,6,IR,1595985520,25,94.51,32.19,48.24,5.99
525,taltal,37,CL,1595985520,64,59.11,-25.4,-70.48,4.29
526,egvekinot,96,RU,1595985141,86,45.54,66.32,-179.17,4.03
527,misratah,0,LY,1595985521,78,77.34,32.38,15.09,6.93
528,post falls,1,US,1595985521,21,96.01,47.72,-116.95,5.82
529,arica,90,CL,1595985285,77,59.0,-18.48,-70.3,5.82
530,porto novo,20,BJ,1595985521,94,75.2,6.5,2.6,5.82
531,havelock,75,US,1595985112,78,84.99,34.88,-76.9,5.82
532,roebourne,0,AU,1595985521,24,72.05,-20.78,117.13,15.1
533,twin falls,1,US,1595985521,28,84.2,42.56,-114.46,6.93
534,lixourion,0,GR,1595985521,64,75.2,38.2,20.43,2.8
535,raahe,100,FI,1595985521,88,62.6,64.68,24.48,1.12
536,lensk,100,RU,1595985521,92,52.77,60.73,114.93,7.58
537,vao,100,NC,1595985521,80,71.33,-22.67,167.48,30.15
538,mitu,70,CO,1595985521,96,72.82,1.2,-70.17,2.48
539,severobaykalsk,0,RU,1595985128,70,62.4,55.65,109.32,2.1
540,tromso,71,NO,1595985521,72,59.0,69.65,18.96,24.16
541,nokaneng,0,BW,1595985522,49,49.15,-19.67,22.27,6.58
542,kaniama,30,CD,1595985522,46,61.7,-7.57,24.18,2.71
543,gorom-gorom,85,BF,1595985522,51,86.16,14.44,-0.24,8.46
544,pochutla,75,MX,1595985183,70,86.0,15.74,-96.47,4.7
545,sioux lookout,75,CA,1595985165,64,69.8,50.1,-91.92,9.17
546,ukiah,1,US,1595985114,13,96.8,39.15,-123.21,16.11
547,coolum beach,0,AU,1595985522,55,68.0,-26.53,153.1,4.0
548,berlevag,34,NO,1595984924,82,56.91,70.86,29.09,9.73
549,yambio,100,SS,1595985522,96,65.35,4.57,28.4,2.46
550,cooma,75,AU,1595985522,87,46.4,-36.23,149.13,9.17
551,qaqortoq,99,GL,1595985029,76,48.2,60.72,-46.03,3.36
552,wuwei,55,CN,1595985522,23,82.02,37.93,102.64,8.99
553,muros,2,ES,1595985094,76,66.0,42.78,-9.06,3.0
554,superior,1,US,1595985522,56,77.0,46.72,-92.1,5.82
555,joensuu,100,FI,1595985522,88,63.0,62.6,29.76,6.93
556,lerwick,100,GB,1595985425,100,53.6,60.15,-1.15,18.34
557,bom jesus,0,BR,1595985522,46,68.61,-9.07,-44.36,2.91
558,saint-pierre,90,RE,1595985158,77,69.8,-21.34,55.48,10.29
559,todos santos,100,MX,1595985522,81,77.0,23.45,-110.22,1.01
560,alofi,75,NU,1595985034,88,71.6,-19.06,-169.92,23.04
561,beringovskiy,20,RU,1595985134,59,62.33,63.05,179.32,9.93
562,san quintin,1,MX,1595985162,74,69.75,30.48,-115.95,16.98
563,padilla,40,CO,1595985523,69,75.2,3.22,-76.31,5.82
564,te anau,100,NZ,1595985523,83,49.26,-45.42,167.72,1.45
565,milkovo,100,RU,1595985523,48,73.99,54.72,158.62,2.26
